date,state_name,state_fips_code,daily_confirmed_cases,daily_deaths,confirmed_cases,deaths
2020-02-07,Illinois,17,2,0,24,0
2020-02-08,Illinois,17,2,0,26,0
2020-02-09,Illinois,17,2,0,28,0
2020-02-10,Illinois,17,2,0,30,0
2020-02-11,Illinois,17,2,0,32,0
2020-02-12,Illinois,17,2,0,34,0
2020-02-13,Illinois,17,2,0,36,0
2020-02-14,Illinois,17,2,0,38,0
2020-02-15,Illinois,17,2,0,40,0
2020-02-16,Illinois,17,2,0,42,0
2020-02-17,Illinois,17,2,0,44,0
2020-02-18,Illinois,17,2,0,46,0
2020-02-19,Illinois,17,2,0,48,0
2020-02-20,Illinois,17,2,0,50,0
2020-02-21,Illinois,17,2,0,52,0
2020-02-22,Illinois,17,2,0,54,0
2020-02-23,Illinois,17,2,0,56,0
2020-02-24,Illinois,17,2,0,58,0
2020-02-25,Illinois,17,2,0,60,0
2020-02-26,Illinois,17,2,0,62,0
2020-02-27,Illinois,17,2,0,64,0
2020-02-28,Illinois,17,2,0,66,0
2020-02-29,Illinois,17,3,0,69,0
2020-03-01,Illinois,17,3,0,72,0
2020-03-02,Illinois,17,4,0,76,0
2020-03-03,Illinois,17,4,0,80,0
2020-03-04,Illinois,17,4,0,84,0
2020-03-05,Illinois,17,5,0,89,0
2020-03-06,Illinois,17,6,0,95,0
2020-03-07,Illinois,17,6,0,101,0
2020-03-08,Illinois,17,7,0,108,0
2020-03-09,Illinois,17,11,0,119,0
2020-03-10,Illinois,17,19,0,138,0
2020-03-11,Illinois,17,25,0,163,0
2020-03-12,Illinois,17,32,0,195,0
2020-03-13,Illinois,17,46,0,241,0
2020-03-14,Illinois,17,66,0,307,0
2020-03-15,Illinois,17,94,0,401,0
2020-03-16,Illinois,17,104,0,505,0
2020-03-17,Illinois,17,159,1,664,1
2020-03-18,Illinois,17,286,1,950,2
2020-03-19,Illinois,17,420,4,1370,6
2020-03-20,Illinois,17,583,5,1953,11
2020-03-21,Illinois,17,751,6,2704,17
2020-03-22,Illinois,17,1047,9,3751,26
2020-03-23,Illinois,17,1285,12,5036,38
2020-03-24,Illinois,17,1535,16,6571,54
2020-03-25,Illinois,17,1875,21,8446,75
2020-03-26,Illinois,17,2538,26,10984,101
2020-03-27,Illinois,17,3029,37,14013,138
2020-03-28,Illinois,17,3547,50,17560,188
2020-03-29,Illinois,17,4613,70,22173,258
2020-03-30,Illinois,17,5070,84,27243,342
2020-03-31,Illinois,17,5994,107,33237,449
2020-04-01,Illinois,17,6980,146,40217,595
2020-04-02,Illinois,17,7695,165,47912,760
2020-04-03,Illinois,17,8904,211,56816,971
2020-04-04,Illinois,17,10357,248,67173,1219
2020-04-05,Illinois,17,11276,282,78449,1501
2020-04-06,Illinois,17,12262,309,90711,1810
2020-04-07,Illinois,17,13549,384,104260,2194
2020-04-08,Illinois,17,15078,464,119338,2658
2020-04-09,Illinois,17,16422,534,135760,3192
2020-04-10,Illinois,17,17887,607,153647,3799
2020-04-11,Illinois,17,19180,682,172827,4481
2020-04-12,Illinois,17,20852,727,193679,5208
2020-04-13,Illinois,17,22025,800,215704,6008
2020-03-06,Indiana,18,1,0,1,0
2020-03-07,Indiana,18,1,0,2,0
2020-03-08,Indiana,18,2,0,4,0
2020-03-09,Indiana,18,4,0,8,0
2020-03-10,Indiana,18,6,0,14,0
2020-03-11,Indiana,18,11,0,25,0
2020-03-12,Indiana,18,12,0,37,0
2020-03-13,Indiana,18,12,0,49,0
2020-03-14,Indiana,18,15,0,64,0
2020-03-15,Indiana,18,19,0,83,0
2020-03-16,Indiana,18,24,1,107,1
2020-03-17,Indiana,18,30,2,137,3
2020-03-18,Indiana,18,39,2,176,5
2020-03-19,Indiana,18,56,2,232,7
2020-03-20,Indiana,18,79,3,311,10
2020-03-21,Indiana,18,126,4,437,14
2020-03-22,Indiana,18,201,6,638,20
2020-03-23,Indiana,18,259,7,897,27
2020-03-24,Indiana,18,366,12,1263,39
2020-03-25,Indiana,18,479,14,1742,53
2020-03-26,Indiana,18,656,18,2398,71
2020-03-27,Indiana,18,982,26,3380,97
2020-03-28,Indiana,18,1232,31,4612,128
2020-03-29,Indiana,18,1514,32,6126,160
2020-03-30,Indiana,18,1788,35,7914,195
2020-03-31,Indiana,18,2159,50,10073,245
2020-04-01,Indiana,18,2565,65,12638,310
2020-04-02,Indiana,18,3039,78,15677,388
2020-04-03,Indiana,18,3437,102,19114,490
2020-04-04,Indiana,18,3953,116,23067,606
2020-04-05,Indiana,18,4411,127,27478,733
2020-04-06,Indiana,18,4956,141,32434,874
2020-04-07,Indiana,18,5507,173,37941,1047
2020-04-08,Indiana,18,5943,203,43884,1250
2020-04-09,Indiana,18,6351,246,50235,1496
2020-04-10,Indiana,18,6907,300,57142,1796
2020-04-11,Indiana,18,7435,330,64577,2126
2020-04-12,Indiana,18,7928,343,72505,2469
2020-04-13,Indiana,18,8236,350,80741,2819
2020-03-08,Iowa,19,3,0,3,0
2020-03-09,Iowa,19,8,0,11,0
2020-03-10,Iowa,19,13,0,24,0
2020-03-11,Iowa,19,14,0,38,0
2020-03-12,Iowa,19,16,0,54,0
2020-03-13,Iowa,19,17,0,71,0
2020-03-14,Iowa,19,18,0,89,0
2020-03-15,Iowa,19,22,0,111,0
2020-03-16,Iowa,19,22,0,133,0
2020-03-17,Iowa,19,29,0,162,0
2020-03-18,Iowa,19,38,0,200,0
2020-03-19,Iowa,19,44,0,244,0
2020-03-20,Iowa,19,45,0,289,0
2020-03-21,Iowa,19,68,0,357,0
2020-03-22,Iowa,19,90,0,447,0
2020-03-23,Iowa,19,105,0,552,0
2020-03-24,Iowa,19,124,1,676,1
2020-03-25,Iowa,19,145,1,821,2
2020-03-26,Iowa,19,179,1,1000,3
2020-03-27,Iowa,19,235,3,1235,6
2020-03-28,Iowa,19,298,3,1533,9
2020-03-29,Iowa,19,336,4,1869,13
2020-03-30,Iowa,19,424,6,2293,19
2020-03-31,Iowa,19,498,7,2791,26
2020-04-01,Iowa,19,549,9,3340,35
2020-04-02,Iowa,19,614,11,3954,46
2020-04-03,Iowa,19,699,11,4653,57
2020-04-04,Iowa,19,786,11,5439,68
2020-04-05,Iowa,19,868,22,6307,90
2020-04-06,Iowa,19,946,25,7253,115
2020-04-07,Iowa,19,1048,26,8301,141
2020-04-08,Iowa,19,1145,27,9446,168
2020-04-09,Iowa,19,1270,27,10716,195
2020-04-10,Iowa,19,1388,31,12104,226
2020-04-11,Iowa,19,1510,34,13614,260
2020-04-12,Iowa,19,1587,41,15201,301
2020-04-13,Iowa,19,1710,44,16911,345
2020-03-07,Kansas,20,1,0,1,0
2020-03-08,Kansas,20,1,0,2,0
2020-03-09,Kansas,20,1,0,3,0
2020-03-10,Kansas,20,1,0,4,0
2020-03-11,Kansas,20,1,0,5,0
2020-03-12,Kansas,20,5,1,10,1
2020-03-13,Kansas,20,6,1,16,2
2020-03-14,Kansas,20,8,1,24,3
2020-03-15,Kansas,20,9,1,33,4
2020-03-16,Kansas,20,11,1,44,5
2020-03-17,Kansas,20,17,1,61,6
2020-03-18,Kansas,20,22,1,83,7
2020-03-19,Kansas,20,35,1,118,8
2020-03-20,Kansas,20,49,1,167,9
2020-03-21,Kansas,20,57,2,224,11
2020-03-22,Kansas,20,66,2,290,13
2020-03-23,Kansas,20,82,2,372,15
2020-03-24,Kansas,20,99,3,471,18
2020-03-25,Kansas,20,132,3,603,21
2020-03-26,Kansas,20,171,3,774,24
2020-03-27,Kansas,20,212,4,986,28
2020-03-28,Kansas,20,271,6,1257,34
2020-03-29,Kansas,20,332,7,1589,41
2020-03-30,Kansas,20,373,9,1962,50
2020-03-31,Kansas,20,434,10,2396,60
2020-04-01,Kansas,20,488,11,2884,71
2020-04-02,Kansas,20,554,14,3438,85
2020-04-03,Kansas,20,624,19,4062,104
2020-04-04,Kansas,20,701,21,4763,125
2020-04-05,Kansas,20,763,23,5526,148
2020-04-06,Kansas,20,853,25,6379,173
2020-04-07,Kansas,20,905,30,7284,203
2020-04-08,Kansas,20,1055,38,8339,241
2020-04-09,Kansas,20,1116,42,9455,283
2020-04-10,Kansas,20,1180,50,10635,333
2020-04-11,Kansas,20,1283,55,11918,388
2020-04-12,Kansas,20,1338,56,13256,444
2020-04-13,Kansas,20,1383,63,14639,507
2020-03-06,Kentucky,21,1,0,1,0
2020-03-07,Kentucky,21,1,0,2,0
2020-03-08,Kentucky,21,4,0,6,0
2020-03-09,Kentucky,21,5,0,11,0
2020-03-10,Kentucky,21,7,0,18,0
2020-03-11,Kentucky,21,7,0,25,0
2020-03-12,Kentucky,21,11,0,36,0
2020-03-13,Kentucky,21,11,0,47,0
2020-03-14,Kentucky,21,18,0,65,0
2020-03-15,Kentucky,21,21,0,86,0
2020-03-16,Kentucky,21,22,1,108,1
2020-03-17,Kentucky,21,26,1,134,2
2020-03-18,Kentucky,21,35,1,169,3
2020-03-19,Kentucky,21,47,2,216,5
2020-03-20,Kentucky,21,63,2,279,7
2020-03-21,Kentucky,21,84,3,363,10
2020-03-22,Kentucky,21,103,3,466,13
2020-03-23,Kentucky,21,124,3,590,16
2020-03-24,Kentucky,21,157,3,747,19
2020-03-25,Kentucky,21,198,5,945,24
2020-03-26,Kentucky,21,248,5,1193,29
2020-03-27,Kentucky,21,302,8,1495,37
2020-03-28,Kentucky,21,394,9,1889,46
2020-03-29,Kentucky,21,439,9,2328,55
2020-03-30,Kentucky,21,480,11,2808,66
2020-03-31,Kentucky,21,590,18,3398,84
2020-04-01,Kentucky,21,682,20,4080,104
2020-04-02,Kentucky,21,755,34,4835,138
2020-04-03,Kentucky,21,770,34,5605,172
2020-04-04,Kentucky,21,917,40,6522,212
2020-04-05,Kentucky,21,1048,44,7570,256
2020-04-06,Kentucky,21,1057,52,8627,308
2020-04-07,Kentucky,21,1289,66,9916,374
2020-04-08,Kentucky,21,1393,73,11309,447
2020-04-09,Kentucky,21,1525,84,12834,531
2020-04-10,Kentucky,21,1702,90,14536,621
2020-04-11,Kentucky,21,1851,94,16387,715
2020-04-12,Kentucky,21,1963,98,18350,813
2020-04-13,Kentucky,21,2048,106,20398,919
2020-03-09,Louisiana,22,1,0,1,0
2020-03-10,Louisiana,22,6,0,7,0
2020-03-11,Louisiana,22,13,0,20,0
2020-03-12,Louisiana,22,14,0,34,0
2020-03-13,Louisiana,22,36,0,70,0
2020-03-14,Louisiana,22,77,1,147,1
2020-03-15,Louisiana,22,103,2,250,3
2020-03-16,Louisiana,22,137,3,387,6
2020-03-17,Louisiana,22,196,5,583,11
2020-03-18,Louisiana,22,280,7,863,18
2020-03-19,Louisiana,22,392,10,1255,28
2020-03-20,Louisiana,22,537,10,1792,38
2020-03-21,Louisiana,22,763,16,2555,54
2020-03-22,Louisiana,22,837,20,3392,74
2020-03-23,Louisiana,22,1172,34,4564,108
2020-03-24,Louisiana,22,1388,46,5952,154
2020-03-25,Louisiana,22,1795,65,7747,219
2020-03-26,Louisiana,22,2305,83,10052,302
2020-03-27,Louisiana,22,2746,119,12798,421
2020-03-28,Louisiana,22,3315,137,16113,558
2020-03-29,Louisiana,22,3540,152,19653,710
2020-03-30,Louisiana,22,4025,186,23678,896
2020-03-31,Louisiana,22,5237,240,28915,1136
2020-04-01,Louisiana,22,6424,273,35339,1409
2020-04-02,Louisiana,22,9150,310,44489,1719
2020-04-03,Louisiana,22,10297,370,54786,2089
2020-04-04,Louisiana,22,12496,412,67282,2501
2020-04-05,Louisiana,22,13010,477,80292,2978
2020-04-06,Louisiana,22,14867,512,95159,3490
2020-04-07,Louisiana,22,16284,582,111443,4072
2020-04-08,Louisiana,22,17030,652,128473,4724
2020-04-09,Louisiana,22,18283,702,146756,5426
2020-04-10,Louisiana,22,19253,755,166009,6181
2020-04-11,Louisiana,22,20014,806,186023,6987
2020-04-12,Louisiana,22,20595,840,206618,7827
2020-04-13,Louisiana,22,21016,884,227634,8711
2020-03-12,Maine,23,1,0,1,0
2020-03-13,Maine,23,2,0,3,0
2020-03-14,Maine,23,3,0,6,0
2020-03-15,Maine,23,12,0,18,0
2020-03-16,Maine,23,17,0,35,0
2020-03-17,Maine,23,32,0,67,0
2020-03-18,Maine,23,43,0,110,0
2020-03-19,Maine,23,52,0,162,0
2020-03-20,Maine,23,57,0,219,0
2020-03-21,Maine,23,70,0,289,0
2020-03-22,Maine,23,89,0,378,0
2020-03-23,Maine,23,107,0,485,0
2020-03-24,Maine,23,118,0,603,0
2020-03-25,Maine,23,142,0,745,0
2020-03-26,Maine,23,155,0,900,0
2020-03-27,Maine,23,168,1,1068,1
2020-03-28,Maine,23,211,1,1279,2
2020-03-29,Maine,23,253,3,1532,5
2020-03-30,Maine,23,275,3,1807,8
2020-03-31,Maine,23,303,5,2110,13
2020-04-01,Maine,23,344,7,2454,20
2020-04-02,Maine,23,376,7,2830,27
2020-04-03,Maine,23,432,9,3262,36
2020-04-04,Maine,23,456,10,3718,46
2020-04-05,Maine,23,470,10,4188,56
2020-04-06,Maine,23,499,10,4687,66
2020-04-07,Maine,23,519,12,5206,78
2020-04-08,Maine,23,537,14,5743,92
2020-04-09,Maine,23,560,16,6303,108
2020-04-10,Maine,23,586,17,6889,125
2020-04-11,Maine,23,616,19,7505,144
2020-04-12,Maine,23,633,19,8138,163
2020-04-13,Maine,23,698,19,8836,182
2020-03-05,Maryland,24,3,0,3,0
2020-03-06,Maryland,24,3,0,6,0
2020-03-07,Maryland,24,3,0,9,0
2020-03-08,Maryland,24,5,0,14,0
2020-03-09,Maryland,24,6,0,20,0
2020-03-10,Maryland,24,9,0,29,0
2020-03-11,Maryland,24,13,0,42,0
2020-03-12,Maryland,24,13,0,55,0
2020-03-13,Maryland,24,18,0,73,0
2020-03-14,Maryland,24,27,0,100,0
2020-03-15,Maryland,24,32,0,132,0
2020-03-16,Maryland,24,39,0,171,0
2020-03-17,Maryland,24,57,0,228,0
2020-03-18,Maryland,24,85,1,313,1
2020-03-19,Maryland,24,108,1,421,2
2020-03-20,Maryland,24,150,2,571,4
2020-03-21,Maryland,24,195,3,766,7
2020-03-22,Maryland,24,245,3,1011,10
2020-03-23,Maryland,24,290,3,1301,13
2020-03-24,Maryland,24,349,4,1650,17
2020-03-25,Maryland,24,423,4,2073,21
2020-03-26,Maryland,24,581,4,2654,25
2020-03-27,Maryland,24,775,5,3429,30
2020-03-28,Maryland,24,1066,10,4495,40
2020-03-29,Maryland,24,1244,11,5739,51
2020-03-30,Maryland,24,1414,15,7153,66
2020-03-31,Maryland,24,1662,18,8815,84
2020-04-01,Maryland,24,1985,33,10800,117
2020-04-02,Maryland,24,2331,36,13131,153
2020-04-03,Maryland,24,2758,42,15889,195
2020-04-04,Maryland,24,3125,54,19014,249
2020-04-05,Maryland,24,3609,68,22623,317
2020-04-06,Maryland,24,4045,92,26668,409
2020-04-07,Maryland,24,4371,104,31039,513
2020-04-08,Maryland,24,5529,124,36568,637
2020-04-09,Maryland,24,6185,139,42753,776
2020-04-10,Maryland,24,6968,172,49721,948
2020-04-11,Maryland,24,7694,207,57415,1155
2020-04-12,Maryland,24,8225,236,65640,1391
2020-04-13,Maryland,24,8936,262,74576,1653
2020-02-01,Massachusetts,25,1,0,1,0
2020-02-02,Massachusetts,25,1,0,2,0
2020-02-03,Massachusetts,25,1,0,3,0
2020-02-04,Massachusetts,25,1,0,4,0
2020-02-05,Massachusetts,25,1,0,5,0
2020-02-06,Massachusetts,25,1,0,6,0
2020-02-07,Massachusetts,25,1,0,7,0
2020-02-08,Massachusetts,25,1,0,8,0
2020-02-09,Massachusetts,25,1,0,9,0
2020-02-10,Massachusetts,25,1,0,10,0
2020-02-11,Massachusetts,25,1,0,11,0
2020-02-12,Massachusetts,25,1,0,12,0
2020-02-13,Massachusetts,25,1,0,13,0
2020-02-14,Massachusetts,25,1,0,14,0
2020-02-15,Massachusetts,25,1,0,15,0
2020-02-16,Massachusetts,25,1,0,16,0
2020-02-17,Massachusetts,25,1,0,17,0
2020-02-18,Massachusetts,25,1,0,18,0
2020-02-19,Massachusetts,25,1,0,19,0
2020-02-20,Massachusetts,25,1,0,20,0
2020-02-21,Massachusetts,25,1,0,21,0
2020-02-22,Massachusetts,25,1,0,22,0
2020-02-23,Massachusetts,25,1,0,23,0
2020-02-24,Massachusetts,25,1,0,24,0
2020-02-25,Massachusetts,25,1,0,25,0
2020-02-26,Massachusetts,25,1,0,26,0
2020-02-27,Massachusetts,25,1,0,27,0
2020-02-28,Massachusetts,25,1,0,28,0
2020-02-29,Massachusetts,25,1,0,29,0
2020-03-01,Massachusetts,25,1,0,30,0
2020-03-02,Massachusetts,25,2,0,32,0
2020-03-03,Massachusetts,25,2,0,34,0
2020-03-04,Massachusetts,25,2,0,36,0
2020-03-05,Massachusetts,25,3,0,39,0
2020-03-06,Massachusetts,25,8,0,47,0
2020-03-07,Massachusetts,25,13,0,60,0
2020-03-08,Massachusetts,25,28,0,88,0
2020-03-09,Massachusetts,25,41,0,129,0
2020-03-10,Massachusetts,25,92,0,221,0
2020-03-11,Massachusetts,25,95,0,316,0
2020-03-12,Massachusetts,25,108,0,424,0
2020-03-13,Massachusetts,25,123,0,547,0
2020-03-14,Massachusetts,25,138,0,685,0
2020-03-15,Massachusetts,25,164,0,849,0
2020-03-16,Massachusetts,25,197,0,1046,0
2020-03-17,Massachusetts,25,218,0,1264,0
2020-03-18,Massachusetts,25,256,0,1520,0
2020-03-19,Massachusetts,25,328,0,1848,0
2020-03-20,Massachusetts,25,413,1,2261,1
2020-03-21,Massachusetts,25,525,2,2786,3
2020-03-22,Massachusetts,25,646,5,3432,8
2020-03-23,Massachusetts,25,777,5,4209,13
2020-03-24,Massachusetts,25,1159,11,5368,24
2020-03-25,Massachusetts,25,1838,15,7206,39
2020-03-26,Massachusetts,25,2417,25,9623,64
2020-03-27,Massachusetts,25,3240,35,12863,99
2020-03-28,Massachusetts,25,4257,44,17120,143
2020-03-29,Massachusetts,25,4955,48,22075,191
2020-03-30,Massachusetts,25,5752,61,27827,252
2020-03-31,Massachusetts,25,6620,89,34447,341
2020-04-01,Massachusetts,25,7738,122,42185,463
2020-04-02,Massachusetts,25,8966,154,51151,617
2020-04-03,Massachusetts,25,10402,192,61553,809
2020-04-04,Massachusetts,25,11736,216,73289,1025
2020-04-05,Massachusetts,25,12500,231,85789,1256
2020-04-06,Massachusetts,25,13837,260,99626,1516
2020-04-07,Massachusetts,25,15202,356,114828,1872
2020-04-08,Massachusetts,25,16790,433,131618,2305
2020-04-09,Massachusetts,25,18941,503,150559,2808
2020-04-10,Massachusetts,25,20974,599,171533,3407
2020-04-11,Massachusetts,25,22860,686,194393,4093
2020-04-12,Massachusetts,25,25475,756,219868,4849
2020-04-13,Massachusetts,25,26867,844,246735,5693
2020-03-10,Michigan,26,2,0,2,0
2020-03-11,Michigan,26,2,0,4,0
2020-03-12,Michigan,26,12,0,16,0
2020-03-13,Michigan,26,25,0,41,0
2020-03-14,Michigan,26,33,0,74,0
2020-03-15,Michigan,26,53,0,127,0
2020-03-16,Michigan,26,54,0,181,0
2020-03-17,Michigan,26,65,0,246,0
2020-03-18,Michigan,26,80,1,326,1
2020-03-19,Michigan,26,334,3,660,4
2020-03-20,Michigan,26,548,4,1208,8
2020-03-21,Michigan,26,787,6,1995,14
2020-03-22,Michigan,26,1033,9,3028,23
2020-03-23,Michigan,26,1324,16,4352,39
2020-03-24,Michigan,26,1791,24,6143,63
2020-03-25,Michigan,26,2294,43,8437,106
2020-03-26,Michigan,26,2878,63,11315,169
2020-03-27,Michigan,26,3657,93,14972,262
2020-03-28,Michigan,26,4635,111,19607,373
2020-03-29,Michigan,26,5486,132,25093,505
2020-03-30,Michigan,26,6508,197,31601,702
2020-03-31,Michigan,26,7630,264,39231,966
2020-04-01,Michigan,26,9293,336,48524,1302
2020-04-02,Michigan,26,10791,417,59315,1719
2020-04-03,Michigan,26,12670,478,71985,2197
2020-04-04,Michigan,26,14225,540,86210,2737
2020-04-05,Michigan,26,15635,616,101845,3353
2020-04-06,Michigan,26,17130,727,118975,4080
2020-04-07,Michigan,26,18852,845,137827,4925
2020-04-08,Michigan,26,20220,959,158047,5884
2020-04-09,Michigan,26,21375,1076,179422,6960
2020-04-10,Michigan,26,22646,1280,202068,8240
2020-04-11,Michigan,26,23853,1391,225921,9631
2020-04-12,Michigan,26,24494,1486,250415,11117
2020-04-13,Michigan,26,25487,1601,275902,12718
2020-03-06,Minnesota,27,1,0,1,0
2020-03-07,Minnesota,27,1,0,2,0
2020-03-08,Minnesota,27,2,0,4,0
2020-03-09,Minnesota,27,2,0,6,0
2020-03-10,Minnesota,27,3,0,9,0
2020-03-11,Minnesota,27,5,0,14,0
2020-03-12,Minnesota,27,9,0,23,0
2020-03-13,Minnesota,27,14,0,37,0
2020-03-14,Minnesota,27,21,0,58,0
2020-03-15,Minnesota,27,35,0,93,0
2020-03-16,Minnesota,27,54,0,147,0
2020-03-17,Minnesota,27,60,0,207,0
2020-03-18,Minnesota,27,77,0,284,0
2020-03-19,Minnesota,27,89,0,373,0
2020-03-20,Minnesota,27,115,0,488,0
2020-03-21,Minnesota,27,138,1,626,1
2020-03-22,Minnesota,27,171,1,797,2
2020-03-23,Minnesota,27,235,1,1032,3
2020-03-24,Minnesota,27,262,1,1294,4
2020-03-25,Minnesota,27,287,1,1581,5
2020-03-26,Minnesota,27,346,2,1927,7
2020-03-27,Minnesota,27,398,4,2325,11
2020-03-28,Minnesota,27,441,5,2766,16
2020-03-29,Minnesota,27,504,9,3270,25
2020-03-30,Minnesota,27,576,10,3846,35
2020-03-31,Minnesota,27,629,12,4475,47
2020-04-01,Minnesota,27,689,17,5164,64
2020-04-02,Minnesota,27,742,18,5906,82
2020-04-03,Minnesota,27,789,22,6695,104
2020-04-04,Minnesota,27,865,24,7560,128
2020-04-05,Minnesota,27,935,29,8495,157
2020-04-06,Minnesota,27,986,30,9481,187
2020-04-07,Minnesota,27,1069,34,10550,221
2020-04-08,Minnesota,27,1154,39,11704,260
2020-04-09,Minnesota,27,1242,50,12946,310
2020-04-10,Minnesota,27,1335,57,14281,367
2020-04-11,Minnesota,27,1427,64,15708,431
2020-04-12,Minnesota,27,1621,70,17329,501
2020-04-13,Minnesota,27,1650,70,18979,571
2020-03-11,Mississippi,28,1,0,1,0
2020-03-12,Mississippi,28,1,0,2,0
2020-03-13,Mississippi,28,6,0,8,0
2020-03-14,Mississippi,28,6,0,14,0
2020-03-15,Mississippi,28,10,0,24,0
2020-03-16,Mississippi,28,12,0,36,0
2020-03-17,Mississippi,28,21,0,57,0
2020-03-18,Mississippi,28,34,0,91,0
2020-03-19,Mississippi,28,50,1,141,1
2020-03-20,Mississippi,28,80,1,221,2
2020-03-21,Mississippi,28,140,1,361,3
2020-03-22,Mississippi,28,207,1,568,4
2020-03-23,Mississippi,28,249,1,817,5
2020-03-24,Mississippi,28,320,1,1137,6
2020-03-25,Mississippi,28,377,5,1514,11
2020-03-26,Mississippi,28,487,6,2001,17
2020-03-27,Mississippi,28,579,8,2580,25
2020-03-28,Mississippi,28,669,13,3249,38
2020-03-29,Mississippi,28,759,14,4008,52
2020-03-30,Mississippi,28,848,16,4856,68
2020-03-31,Mississippi,28,937,20,5793,88
2020-04-01,Mississippi,28,1073,22,6866,110
2020-04-02,Mississippi,28,1177,26,8043,136
2020-04-03,Mississippi,28,1358,29,9401,165
2020-04-04,Mississippi,28,1455,35,10856,200
2020-04-05,Mississippi,28,1638,43,12494,243
2020-04-06,Mississippi,28,1738,51,14232,294
2020-04-07,Mississippi,28,1915,59,16147,353
2020-04-08,Mississippi,28,2003,67,18150,420
2020-04-09,Mississippi,28,2260,76,20410,496
2020-04-10,Mississippi,28,2469,82,22879,578
2020-04-11,Mississippi,28,2642,93,25521,671
2020-04-12,Mississippi,28,2781,96,28302,767
2020-04-13,Mississippi,28,2942,98,31244,865
2020-03-07,Missouri,29,1,0,1,0
2020-03-08,Missouri,29,1,0,2,0
2020-03-09,Missouri,29,1,0,3,0
2020-03-10,Missouri,29,1,0,4,0
2020-03-11,Missouri,29,1,0,5,0
2020-03-12,Missouri,29,2,0,7,0
2020-03-13,Missouri,29,4,0,11,0
2020-03-14,Missouri,29,5,0,16,0
2020-03-15,Missouri,29,5,0,21,0
2020-03-16,Missouri,29,9,0,30,0
2020-03-17,Missouri,29,16,0,46,0
2020-03-18,Missouri,29,21,1,67,1
2020-03-19,Missouri,29,35,1,102,2
2020-03-20,Missouri,29,73,3,175,5
2020-03-21,Missouri,29,93,3,268,8
2020-03-22,Missouri,29,130,3,398,11
2020-03-23,Missouri,29,183,4,581,15
2020-03-24,Missouri,29,255,5,836,20
2020-03-25,Missouri,29,377,8,1213,28
2020-03-26,Missouri,29,507,8,1720,36
2020-03-27,Missouri,29,671,9,2391,45
2020-03-28,Missouri,29,838,10,3229,55
2020-03-29,Missouri,29,903,12,4132,67
2020-03-30,Missouri,29,1050,13,5182,80
2020-03-31,Missouri,29,1351,15,6533,95
2020-04-01,Missouri,29,1581,18,8114,113
2020-04-02,Missouri,29,1834,24,9948,137
2020-04-03,Missouri,29,2113,31,12061,168
2020-04-04,Missouri,29,2291,44,14352,212
2020-04-05,Missouri,29,2367,52,16719,264
2020-04-06,Missouri,29,2722,56,19441,320
2020-04-07,Missouri,29,3037,79,22478,399
2020-04-08,Missouri,29,3327,86,25805,485
2020-04-09,Missouri,29,3539,94,29344,579
2020-04-10,Missouri,29,3799,105,33143,684
2020-04-11,Missouri,29,4024,116,37167,800
2020-04-12,Missouri,29,4160,116,41327,916
2020-04-13,Missouri,29,4388,137,45715,1053
2020-03-13,Montana,30,4,0,4,0
2020-03-14,Montana,30,6,0,10,0
2020-03-15,Montana,30,6,0,16,0
2020-03-16,Montana,30,8,0,24,0
2020-03-17,Montana,30,8,0,32,0
2020-03-18,Montana,30,12,0,44,0
2020-03-19,Montana,30,19,0,63,0
2020-03-20,Montana,30,19,0,82,0
2020-03-21,Montana,30,29,0,111,0
2020-03-22,Montana,30,34,0,145,0
2020-03-23,Montana,30,45,0,190,0
2020-03-24,Montana,30,51,0,241,0
2020-03-25,Montana,30,65,0,306,0
2020-03-26,Montana,30,90,0,396,0
2020-03-27,Montana,30,121,1,517,1
2020-03-28,Montana,30,147,1,664,2
2020-03-29,Montana,30,161,1,825,3
2020-03-30,Montana,30,177,4,1002,7
2020-03-31,Montana,30,198,5,1200,12
2020-04-01,Montana,30,217,5,1417,17
2020-04-02,Montana,30,241,5,1658,22
2020-04-03,Montana,30,262,5,1920,27
2020-04-04,Montana,30,281,6,2201,33
2020-04-05,Montana,30,298,6,2499,39
2020-04-06,Montana,30,319,6,2818,45
2020-04-07,Montana,30,319,6,3137,51
2020-04-08,Montana,30,332,6,3469,57
2020-04-09,Montana,30,354,6,3823,63
2020-04-10,Montana,30,365,6,4188,69
2020-04-11,Montana,30,377,6,4565,75
2020-04-12,Montana,30,387,6,4952,81
2020-04-13,Montana,30,394,7,5346,88
2020-02-17,Nebraska,31,10,0,10,0
2020-02-18,Nebraska,31,10,0,20,0
2020-02-19,Nebraska,31,10,0,30,0
2020-02-20,Nebraska,31,11,0,41,0
2020-02-21,Nebraska,31,11,0,52,0
2020-02-22,Nebraska,31,11,0,63,0
2020-02-23,Nebraska,31,11,0,74,0
2020-02-24,Nebraska,31,12,0,86,0
2020-02-25,Nebraska,31,13,0,99,0
2020-02-26,Nebraska,31,13,0,112,0
2020-02-27,Nebraska,31,13,0,125,0
2020-02-28,Nebraska,31,13,0,138,0
2020-02-29,Nebraska,31,13,0,151,0
2020-03-01,Nebraska,31,13,0,164,0
2020-03-02,Nebraska,31,13,0,177,0
2020-03-03,Nebraska,31,13,0,190,0
2020-03-04,Nebraska,31,13,0,203,0
2020-03-05,Nebraska,31,13,0,216,0
